id,AoA_Bird_Lem,AoA_Bristol_Lem,AoA_Cort_Lem,AoA_Kup,AoA_Kup_Lem,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprPerProPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprProperNounsPerNoun,DISC_globalArgumentOverlapCount,DISC_globalContentWordOverlapCount,DISC_globalNounOverlapCount,DISC_globalStemOverlapCount,DISC_localArgumentOverlapCount,DISC_localContentWordOverlapCount,DISC_localNounOverlapCount,DISC_localStemOverlapCount,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCImageability,MRCPavioMeaningfulness,POS_adjVar,POS_advVar,POS_correctedVV1,POS_modVar,POS_nounVar,POS_numAdjectives,POS_numAdverbs,POS_numConjunct,POS_numDeterminers,POS_numFunctionWords,POS_numLexicals,POS_numModals,POS_numNouns,POS_numPerPronouns,POS_numPrepositions,POS_numPronouns,POS_numProperNouns,POS_numVerbs,POS_numVerbsVB,POS_numVerbsVBD,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_numWhPronouns,POS_squaredVerbVar1,POS_verbVar1,POS_verbVar2,SYN_CNPerClause,SYN_CNPerTunit,SYN_ComplexTunitRatio,SYN_CoordPerClause,SYN_CoordPerTunit,SYN_DependentClauseRatio,SYN_DependentClausesPerTunit,SYN_MLC,SYN_MLT,SYN_TunitComplexityRatio,SYN_VPPerTunit,SYN_avgParseTreeHeightPerSen,SYN_avgSentenceLength,SYN_numClausesPerSen,SYN_numConjPPerSen,SYN_numNPSize,SYN_numNPsPerSen,SYN_numPPSize,SYN_numPPsPerSen,SYN_numRRCsPerSen,SYN_numSBARsPerSen,SYN_numSentences,SYN_numSubtreesPerSen,SYN_numTunitsPerSen,SYN_numVPSize,SYN_numVPsPerSen,SYN_numWHPsPerSen,TRAD_ARI,TRAD_Coleman,TRAD_FOG,TRAD_FORCAST,TRAD_Flesch,TRAD_Kincaid,TRAD_LIX,TRAD_SMOG,TRAD_numChars,TRAD_numSyll,WN_numHypernyms,WN_numHyponyms,WN_numSenses,Word_BilogTTR,Word_CTTR,Word_MTLD,Word_RTTR,Word_TTR,Word_UberIndex,Word_numWords,numConnectives,numDiscConnectives,numNonDiscConnectives,numCompConnectives,numExpConnectives,numContConnectives,numTempConnectives,PRONOUNS_NOUNS_RATIO_INDEX,AVG_PRONOUNS_PER_SENT_INDEX,AVG_PRONOUNS_PER_WORD_INDEX,AVG_PERSONAL_PRONOUNS_PER_SENT_INDEX,AVG_PERSONAL_PRONOUNS_PER_WORD_INDEX,AVG_POSSESIVE_PRONOUNS_PER_SENT_INDEX,AVG_PESSESIVE_PRONOUNS_PER_WORD_INDEX,AVG_DEFINITE_ARTICLES_PER_SENT_INDEX,AVG_DEFINITE_ARTICLES_PER_WORD_INDEX,PROPER_NAMES_WORD_RATIO_INDEX,WORD_OVERLAP,LEMMA_OVERLAP,NOUN_AND_PRONOUN_OVERLAP_BY_LEMMA,NOUN_AND_PRONOUN_OVERLAP_BY_ORTH,S_2_S,S_2_O,S_2_N,O_2_S,O_2_O,O_2_N,N_2_S,N_2_O,PROPORTION_INDEF_NP_REFCHAIN,PROPORTION_DEF_NP_REFCHAIN,PROPORTION_PERSONAL_PRONOUNS_REFCHAIN,PROPORTION_DEMONSTRATIVE_DETERMINERS_REFCHAIN,PROPORTION_REFLEXIVE_PRONOUNS_REFCHAIN,PROPORTION_PROPER_NOUNS_REFCHAIN,AVG_LEN_REFCHAIN
Adv-Txt-WNL Ships noise-adv,3.98,1.32,2.97,4.17,5.78,1.32,0.06,0.01,0.26,0.11,0,0.05,0.38,0.01,0.11,8.35,29.44,7.23,8.5,0.64,2.38,0.58,0.64,0.23,1.88,1.71,3.84,1.94,0.27,0.12,0.11,9.11,0.24,0.47,0.08,0.07,0.03,0.1,0.39,0.68,0.02,0.32,0.01,0.13,0.02,0.03,0.19,0.05,0.02,0.03,0.03,0.03,0.02,0,166.25,1.35,0.25,3.5,2.35,0.26,0.25,0.17,0.38,0.26,13.17,8.88,0.67,1.76,12.55,24.02,1.82,0.02,1.92,5.41,2.04,2.67,0,0.79,34,69.76,2.7,2.27,4.76,0.29,12.5,11.7,14.57,17.77,68.64,9.05,45.69,13.35,4.91,1.37,0,0,5.13,0.88,9.27,8.36,13.11,0.45,57.74,817,1.47,0.47,1,0.11,0.2,0.05,0.08,0.040178571,0.264705882,0.011002445,0.264705882,0.011002445,0,0,1.323529412,0.055012225,0.052567237,0.17603912,0.221271394,0.046454768,0.036674817,0.033333333,0,0.966666667,0.028571429,0,0.971428571,0.630434783,0.369565217,0.2,0.44,0.2,0,0,0.12,3.125
Adv-Txt-WNL Shocking-adv,3.99,1.12,2.83,4.08,5.29,1.22,0.06,0.04,0.91,0.28,0.01,0.28,1.2,0.06,0.06,5.94,18.08,2.28,5.97,0.42,1.48,0.22,0.42,0.28,2.2,2.05,4.45,2.24,0.27,0.12,0.13,9.93,0.25,0.38,0.07,0.08,0.03,0.11,0.45,0.63,0.01,0.24,0.05,0.12,0.07,0.01,0.22,0.07,0.07,0.02,0.02,0.01,0.01,0,197.25,1.5,0.33,2.49,1.56,0.3,0.26,0.16,0.47,0.29,11.04,6.91,0.62,1.66,12.88,21.14,1.91,0.02,1.72,4.74,2.01,1.82,0,1,35,62.68,3.05,2.27,5.08,0.34,10.02,10.05,12.11,18.3,75.08,7.5,40.5,11.49,4.66,1.32,0,0,7.03,0.87,8.29,7.11,11.72,0.43,51.87,740,1.2,0.37,0.82,0.08,0.11,0.05,0.11,0.21192053,0.914285714,0.043184885,0.8,0.037786775,0,0,1.228571429,0.05802969,0.036437247,0.176788124,0.241565452,0.028340081,0.016194332,0.046875,0.015625,0.9375,0,0.047619048,0.952380952,0.603960396,0.396039604,0.086206897,0.275862069,0.396551724,0,0.068965517,0.017241379,5.272727273
Adv-Txt-WNL Shops-adv,3.68,1.2,2.61,4.32,5.6,0.87,0.04,0.04,0.95,0.26,0.01,0.2,1.22,0.05,0.1,7.93,21.61,2.81,8.2,0.51,1.26,0.22,0.53,0.21,2.1,1.93,4.19,2.09,0.19,0.12,0.08,11.13,0.2,0.48,0.07,0.05,0.03,0.11,0.42,0.62,0.01,0.3,0.04,0.14,0.06,0.03,0.19,0.05,0.01,0.03,0.01,0.03,0.04,0,247.8,1.44,0.28,3.55,2.19,0.34,0.23,0.14,0.51,0.31,12.4,7.66,0.61,1.5,12.36,22.53,1.81,0.02,1.8,5.67,2.02,2.36,0,1.06,49,66.3,2.93,2.28,4.4,0.3,11.17,10.59,14.31,17.72,63.78,9.48,44.46,13.22,4.73,1.44,0,0,5.75,0.87,9.87,8.5,13.96,0.42,56.63,1104,1.51,0.55,0.95,0.16,0.1,0.16,0.12,0.163194444,0.959183673,0.042533937,0.959183673,0.042533937,0,0,0.87755102,0.038914027,0.046153846,0.185520362,0.222624434,0.032579186,0.023529412,0.078651685,0.02247191,0.898876404,0.014285714,0.014285714,0.971428571,0.55625,0.44375,0.131578947,0.210526316,0.447368421,0.013157895,0,0.039473684,2.923076923
Adv-Txt-WNL six well paid jobs-adv,3.81,1.66,2.44,5.01,5.92,1.14,0.05,0.02,0.47,0.19,0,0.09,0.66,0.03,0.08,7.9,17.85,4.54,8.04,0.59,1.33,0.3,0.61,0.37,2.18,2.07,4.36,2.32,0.24,0.16,0.07,8.79,0.24,0.53,0.1,0.05,0.04,0.11,0.38,0.66,0.01,0.35,0.02,0.12,0.04,0.02,0.14,0.05,0,0.02,0,0.03,0.02,0,154.71,1.44,0.19,4.05,2.21,0.12,0.49,0.26,0.25,0.13,16.98,9.27,0.54,1.59,11.09,23.85,1.4,0,2.07,5.42,2.04,2.16,0,0.4,42,67.5,2.57,2.37,4.09,0.19,11.85,11.5,15.44,17.28,55.47,10.62,46.62,14.13,4.88,1.54,0,0,5.72,0.86,8.98,7.87,12.69,0.4,52.27,1002,1.59,0.38,1.21,0.09,0.11,0.07,0.09,0.068493151,0.476190476,0.019940179,0.476190476,0.019940179,0,0,1.142857143,0.047856431,0.062811565,0.154536391,0.207377866,0.036889332,0.01894317,0.053571429,0.017857143,0.928571429,0,0,1,0.597938144,0.402061856,0.244444444,0.444444444,0.133333333,0,0,0.044444444,3.214285714
Adv-Txt-WNL Six year olds-adv,3.72,1.4,2.67,4.1,5.77,1,0.04,0.01,0.27,0.45,0.01,0.09,0.72,0.03,0.11,6.33,20.9,3.45,6.66,0.48,1.54,0.33,0.51,0.25,2.06,1.82,4.07,2.1,0.14,0.16,0.07,9.18,0.24,0.5,0.11,0.05,0.05,0.09,0.38,0.67,0,0.33,0.01,0.14,0.03,0.03,0.16,0.01,0.02,0.04,0.02,0.03,0.02,0,168.58,1.41,0.24,4.23,2.84,0.25,0.49,0.32,0.33,0.22,15.15,10.15,0.67,1.55,11.45,27.09,1.78,0,1.92,6.6,2.02,3.51,0,0.75,33,77.66,2.66,2.42,4.15,0.45,14.46,13.36,15.94,17.47,52.85,11.6,51.45,14.38,5.17,1.54,0,0,5.39,0.88,9.74,8.63,13.77,0.46,59.61,894,2,0.42,1.57,0.09,0.18,0,0.15,0.036585366,0.272727273,0.010055866,0.242424242,0.008938547,0,0,1,0.036871508,0.116201117,0.165363128,0.217877095,0.022346369,0.013407821,0,0.017857143,0.982142857,0.027027027,0,0.972972973,0.604395604,0.395604396,0.19047619,0.142857143,0.166666667,0.023809524,0.023809524,0,2.8
Adv-Txt-WNL Spain Robin Hood-adv,3.73,1.35,2.76,4.05,5.7,0.77,0.04,0.08,1.38,0.3,0.01,0.39,1.69,0.09,0.11,8.41,10.69,2.3,8.41,0.47,0.69,0.16,0.47,0.29,2.18,2.01,4.25,2.23,0.16,0.09,0.08,8.92,0.17,0.45,0.05,0.05,0.02,0.09,0.45,0.6,0.01,0.27,0.08,0.15,0.11,0.03,0.21,0.04,0.08,0.02,0.03,0.01,0.01,0,159.17,1.36,0.34,1.84,1.37,0.3,0.09,0.07,0.35,0.26,9.81,7.33,0.74,1.5,10.77,19.36,1.97,0.02,1.63,5.33,2.03,2.33,0,0.83,36,57.58,2.63,2.34,3.97,0.38,8.99,9.91,12.14,17.97,74.71,7.01,39.6,11.75,4.67,1.35,0,0.25,6.4,0.87,8.38,7.47,11.85,0.44,53.53,697,0.91,0.33,0.58,0.13,0.11,0.02,0.05,0.318471338,1.388888889,0.071633238,1.388888889,0.071633238,0,0,0.777777778,0.040114613,0.065902579,0.166189112,0.216332378,0.035816619,0.018624642,0.112903226,0.016129032,0.870967742,0,0.022727273,0.977272727,0.59047619,0.40952381,0.08974359,0.192307692,0.602564103,0,0,0.076923077,7.090909091
Adv-Txt-WNL Spain Wetlands-adv,3.62,1.28,2.9,4.49,5.74,1.18,0.06,0.02,0.56,0.2,0.01,0.12,0.77,0.03,0.22,5.32,27.73,2.92,5.64,0.22,1.16,0.13,0.24,0.22,2.03,1.88,4.09,2.1,0.23,0.14,0.09,10.95,0.24,0.48,0.09,0.06,0.03,0.12,0.39,0.66,0.01,0.32,0.03,0.12,0.04,0.07,0.17,0.03,0.03,0.01,0.03,0.01,0.04,0,240,1.49,0.24,3.14,2.37,0.34,0.22,0.17,0.42,0.32,11.43,8.61,0.75,1.54,11.26,21.79,1.9,0,2,5.13,2.05,2.13,0,0.79,53,62.83,2.52,2.26,3.9,0.32,12.73,9.77,14.98,18.2,67.57,10.16,45.2,13.1,4.54,1.34,0,0,5.43,0.88,10.54,7.63,14.91,0.43,60.39,1155,1.22,0.33,0.88,0.16,0.11,0,0.05,0.094339623,0.566037736,0.025951557,0.566037736,0.025951557,0,0,1.188679245,0.05449827,0.098615917,0.143598616,0.192041522,0.015570934,0.011245675,0.030612245,0,0.969387755,0,0.023255814,0.976744186,0.7,0.3,0.184782609,0.445652174,0.282608696,0.010869565,0,0.25,3.68
Adv-Txt-WNL Star Wars-adv,3.5,1.46,2.7,4.45,5.85,2.24,0.07,0.01,0.48,0.31,0.01,0.07,0.79,0.02,0.33,6.68,27.62,4.93,6.72,0.48,1.96,0.37,0.48,0.28,2.03,1.92,4.15,2.14,0.4,0.12,0.05,8.92,0.18,0.55,0.08,0.03,0.03,0.12,0.38,0.64,0.01,0.36,0.01,0.15,0.03,0.12,0.16,0.03,0.02,0.02,0.03,0.01,0.03,0,159.43,1.27,0.23,5.2,4.47,0.41,0.27,0.23,0.46,0.4,13.28,11.41,0.85,1.78,14.1,33.44,2.51,0,2.12,7.93,2.01,3.89,0,1.2,29,95.34,2.93,2.29,5.24,0.55,15.95,11.29,18.06,17.68,59.58,12.34,53.97,15.36,4.77,1.38,0,0,6.58,0.88,10.12,7.85,14.32,0.45,60.87,970,1.86,0.58,1.27,0.13,0.2,0.06,0.17,0.046822742,0.482758621,0.014418126,0.482758621,0.014418126,0,0,2.24137931,0.066941298,0.109165808,0.14315139,0.183316169,0.026776519,0.01853759,0.073529412,0,0.926470588,0,0,1,0.587155963,0.412844037,0.301587302,0.53968254,0.142857143,0,0,0.317460317,2.863636364
Adv-Txt-WNL Still no flying cars-adv,3.6,1.53,2.46,4.42,5.89,1.47,0.04,0.01,0.55,0.32,0.01,0.09,0.88,0.02,0.12,8.67,36.67,5.91,8.82,0.67,2.47,0.5,0.67,0.18,1.97,1.77,4.04,2.03,0.24,0.14,0.08,10.28,0.22,0.49,0.09,0.05,0.05,0.09,0.38,0.67,0.02,0.33,0.01,0.12,0.03,0.03,0.19,0.05,0.01,0.03,0.02,0.02,0.03,0,211.64,1.3,0.25,3.8,3.32,0.53,0.49,0.43,0.54,0.47,13.37,11.68,0.87,2.29,13.82,32.64,2.44,0.05,2.02,7.55,2.01,3.2,0,1.41,34,94,2.79,2.33,6.41,0.67,17.21,12.96,18.71,17.42,46.72,14.1,55.93,16.01,5.06,1.53,0,0.04,6.81,0.88,10.37,8.21,14.67,0.44,59.98,1110,2.61,0.82,1.79,0.11,0.32,0.14,0.23,0.060126582,0.558823529,0.01710171,0.529411765,0.01620162,0,0,1.470588235,0.0450045,0.063906391,0.153915392,0.198919892,0.0360036,0.02250225,0.070422535,0,0.929577465,0,0.015625,0.984375,0.525547445,0.474452555,0.215686275,0.392156863,0.274509804,0,0.019607843,0.156862745,2.684210526
Adv-Txt-WNL Swarthy caveman-adv,3.41,1.24,2.69,4.25,5.64,1.72,0.07,0.02,0.48,0.18,0,0.1,0.66,0.03,0.14,4.6,16.57,2.57,4.78,0.39,1.27,0.27,0.39,0.21,2.1,1.94,4.14,2.18,0.21,0.19,0.06,9.44,0.26,0.45,0.12,0.04,0.02,0.13,0.39,0.65,0,0.29,0.02,0.14,0.04,0.04,0.18,0.02,0.07,0.02,0.02,0.02,0.01,0,178.54,1.47,0.27,3.73,3.2,0.4,0.19,0.16,0.45,0.39,10.87,9.32,0.85,1.54,11.72,23.72,2.18,0,1.99,5.87,2.01,2.78,0,1,33,68.84,2.54,2.4,3.93,0.51,12.97,12.22,14.66,17.76,64.19,9.7,47.94,13.41,4.99,1.42,0,0,6.25,0.88,8.92,8.18,12.61,0.45,55.72,783,1.03,0.3,0.72,0.06,0.06,0.06,0.12,0.078817734,0.484848485,0.020408163,0.484848485,0.020408163,0,0,1.727272727,0.072704082,0.070153061,0.177295918,0.225765306,0.020408163,0.014030612,0.057142857,0,0.942857143,0.047619048,0,0.952380952,0.633928571,0.366071429,0.192982456,0.578947368,0.175438596,0.01754386,0,0.140350877,3
Adv-Txt-WNL Switched Babies-adv,3.74,0.99,2.74,4.27,5.37,1.16,0.06,0.05,0.88,0.53,0.03,0.33,1.41,0.08,0.27,6.58,26.3,2.18,6.65,0.44,1.27,0.16,0.46,0.28,2.52,2.28,4.57,2.49,0.37,0.13,0.08,9.66,0.22,0.44,0.08,0.05,0.03,0.11,0.45,0.6,0.02,0.26,0.05,0.11,0.09,0.07,0.2,0.05,0.05,0.01,0.03,0.01,0.03,0.01,186.77,1.51,0.29,1.82,1.3,0.35,0.22,0.15,0.39,0.28,10.25,7.35,0.71,1.57,10.34,19.32,1.88,0.04,1.86,4.74,2.02,1.74,0,0.76,43,56.32,2.62,2.25,4.13,0.37,8.55,9.31,12.43,17.87,78.09,6.57,38.63,11.97,4.56,1.31,0,0.01,6.09,0.86,8.31,6.89,11.75,0.4,50.4,831,1.32,0.32,1,0.16,0.04,0.02,0.09,0.205405405,0.88372093,0.045673077,0.837209302,0.043269231,0.023255814,0.001201923,1.162790698,0.060096154,0.104567308,0.152644231,0.222355769,0.030048077,0.018028846,0.0625,0.0125,0.925,0.033333333,0.033333333,0.933333333,0.724770642,0.275229358,0.173076923,0.317307692,0.307692308,0.009615385,0.009615385,0.125,4.333333333
Adv-Txt-WNL Ten ideas-adv,3.43,1.3,2.64,4.44,5.62,1.06,0.06,0.01,0.32,0.22,0.01,0.1,0.54,0.03,0.13,2.16,5.64,1.12,2.19,0.29,0.8,0.22,0.29,0.24,2.05,1.96,4.06,2.15,0.27,0.19,0.1,6.6,0.29,0.49,0.13,0.07,0.02,0.12,0.39,0.68,0,0.33,0.02,0.12,0.03,0.04,0.14,0.04,0,0,0.01,0.03,0.03,0,87.12,1.32,0.2,4.2,1.78,0.06,0.35,0.15,0.14,0.06,16.67,7.08,0.42,1.05,9.51,18.29,1.09,0.03,2.11,4.41,2.01,1.87,0,0.25,31,52,2.58,2.53,2.7,0.16,10.74,12.34,12.61,17.72,65.08,8.24,41,12.13,5.09,1.47,0,0.01,5.4,0.9,9.47,8.6,13.39,0.56,69.89,567,0.9,0.12,0.77,0.06,0.03,0,0.03,0.0625,0.322580645,0.017605634,0.290322581,0.01584507,0,0,1.064516129,0.058098592,0.070422535,0.13028169,0.169014085,0.019366197,0.012323944,0,0.024390244,0.975609756,0,0,1,0.625,0.375,0.290322581,0.161290323,0.290322581,0,0,0.064516129,2.384615385
Adv-Txt-WNL The age of music-adv,3.63,1.24,2.94,4.22,5.33,1.15,0.05,0.04,0.89,0.34,0.01,0.2,1.23,0.05,0.3,5.86,22.02,2.13,5.97,0.47,1.5,0.23,0.47,0.27,2.23,2.05,4.36,2.34,0.25,0.13,0.1,10.11,0.23,0.46,0.08,0.07,0.03,0.11,0.4,0.66,0.01,0.31,0.04,0.1,0.06,0.09,0.19,0.03,0.05,0.03,0.02,0.01,0.03,0,204.77,1.51,0.27,3.34,2.28,0.28,0.23,0.16,0.42,0.28,11.82,8.09,0.68,1.52,11.78,23.65,2,0,1.97,5.36,2.01,2.07,0,0.78,38,68.05,2.92,2.31,4.44,0.42,10.06,9.1,12.82,18.31,78.75,7.44,40.03,11.87,4.47,1.26,0,0,6.54,0.87,9.29,7.21,13.14,0.43,56.07,899,1.13,0.47,0.65,0.1,0.21,0.07,0.07,0.147186147,0.894736842,0.037777778,0.894736842,0.037777778,0,0,1.131578947,0.047777778,0.092222222,0.135555556,0.194444444,0.037777778,0.017777778,0.09375,0.015625,0.890625,0.027027027,0,0.972972973,0.633663366,0.366336634,0.164179104,0.28358209,0.447761194,0.014925373,0,0.134328358,3.722222222
Adv-Txt-WNL The Greek island-adv,3.8,1.36,2.94,4.25,5.32,1.39,0.05,0.04,1.28,0.36,0.01,0.23,1.65,0.06,0.18,8.36,30.94,4.97,8.52,0.42,1.44,0.34,0.42,0.3,2.29,2.19,4.48,2.44,0.16,0.14,0.11,10.96,0.25,0.44,0.09,0.07,0.03,0.09,0.43,0.64,0.01,0.28,0.05,0.12,0.07,0.05,0.18,0.05,0.03,0.01,0.02,0.02,0.03,0,240.25,1.55,0.26,3.15,2.27,0.37,0.21,0.15,0.43,0.31,11.7,8.44,0.72,1.65,13,28.65,2.44,0,1.78,7.15,2.06,2.6,0,1.13,38,83.81,3.39,2.28,5.63,0.5,12.6,9.15,14.58,18.47,70.5,9.95,42.84,12.47,4.43,1.29,0,0,6.72,0.87,9.87,8.39,13.96,0.42,56.88,1089,2.23,0.92,1.31,0.21,0.15,0.34,0.21,0.18490566,1.289473684,0.044954128,1.289473684,0.044954128,0,0,1.394736842,0.048623853,0.085321101,0.147706422,0.191743119,0.025688073,0.021100917,0.069767442,0.023255814,0.906976744,0.02,0,0.98,0.633093525,0.366906475,0.135135135,0.36036036,0.414414414,0,0,0.108108108,3.363636364
Adv-Txt-WNL The last-adv,3.72,1.28,2.99,4.4,5.46,1.04,0.05,0.03,0.63,0.43,0.02,0.23,1.07,0.05,0.2,5.63,25.78,2.36,5.97,0.43,1.34,0.17,0.46,0.24,2.19,2.03,4.26,2.32,0.2,0.22,0.09,9.51,0.32,0.42,0.14,0.06,0.02,0.1,0.42,0.63,0,0.26,0.03,0.15,0.07,0.05,0.16,0.02,0.02,0.01,0.02,0.02,0.04,0,181.19,1.63,0.24,3.74,2.39,0.2,0.16,0.1,0.32,0.2,13.29,8.49,0.63,1.25,9.95,20.09,1.51,0.02,2.01,5.12,2.01,2.48,0,0.53,41,57.41,2.36,2.45,2.97,0.31,8.64,8.81,11.44,18.42,77.98,6.87,36.69,11,4.46,1.3,0,0,5.56,0.87,8.84,8.13,12.5,0.43,54.25,824,1.02,0.41,0.6,0.14,0.12,0.02,0.12,0.135416667,0.634146341,0.031515152,0.634146341,0.031515152,0,0,1.048780488,0.052121212,0.063030303,0.156363636,0.203636364,0.029090909,0.015757576,0.031746032,0.031746032,0.936507937,0,0,1,0.75,0.25,0.188405797,0.31884058,0.304347826,0,0,0.188405797,3.631578947
Adv-Txt-WNL The lightweight-adv,3.8,1.15,2.93,4.23,5.3,1.9,0.08,0.05,1.25,0.25,0.01,0.3,1.5,0.06,0.09,7.92,37.79,3.62,8.05,0.57,2.37,0.3,0.57,0.28,2.26,2.13,4.52,2.3,0.31,0.15,0.07,11.59,0.23,0.4,0.09,0.04,0.03,0.13,0.43,0.6,0.01,0.24,0.06,0.12,0.07,0.02,0.21,0.04,0.03,0.02,0.03,0.01,0.06,0,268.95,1.64,0.33,2.75,2.16,0.38,0.18,0.14,0.47,0.37,10.64,8.35,0.78,1.83,12.35,24.22,2.27,0,1.82,5.8,2.01,2.37,0,1.14,40,71.27,2.9,2.21,5.32,0.52,9.87,8.38,12.31,18.63,84.32,6.88,39.78,11.15,4.34,1.18,0,0.03,7.37,0.85,8.4,7.05,11.88,0.38,49.11,969,1.52,0.62,0.9,0.15,0.1,0.1,0.27,0.248756219,1.25,0.051546392,1.225,0.050515464,0,0,1.9,0.078350515,0.050515464,0.195876289,0.259793814,0.039175258,0.02371134,0.134146341,0.024390244,0.841463415,0.020833333,0.041666667,0.9375,0.62992126,0.37007874,0.1,0.3125,0.4875,0,0,0.125,4.444444444
Adv-Txt-WNL The millenials-adv,4.07,0.89,2.81,4.08,5.3,0.51,0.02,0.07,1.57,0.57,0.02,0.42,2.15,0.1,0.17,10.84,24.82,4.3,11.05,0.71,1.32,0.25,0.71,0.11,2.53,2.17,4.54,2.43,0.2,0.11,0.09,11.42,0.21,0.44,0.07,0.05,0.04,0.08,0.46,0.59,0.01,0.26,0.08,0.14,0.12,0.04,0.19,0.04,0.05,0.02,0.01,0.02,0.03,0,261.25,1.41,0.31,2.32,1.66,0.32,0.22,0.15,0.45,0.32,11.31,8.11,0.71,1.57,11.17,22.63,2,0.01,1.68,5.92,1.99,2.32,0,1,52,66.55,2.78,2.36,4.38,0.34,9.2,8.48,12.34,18.37,74.84,7.78,37.69,11.55,4.38,1.32,0,0,7.46,0.86,9.15,7.59,12.94,0.37,51.28,1177,1.94,0.96,0.98,0.26,0.26,0.21,0.21,0.309433962,1.576923077,0.069609508,1.538461538,0.067911715,0,0,0.519230769,0.022920204,0.083191851,0.155348048,0.210526316,0.054329372,0.030560272,0.105769231,0.019230769,0.875,0,0.035714286,0.964285714,0.63803681,0.36196319,0.090163934,0.155737705,0.581967213,0,0.016393443,0.098360656,7.176470588
Adv-Txt-WNL Tributes-adv,3.63,1.07,2.87,4.28,5.41,1.2,0.04,0.05,1.47,0.6,0.02,0.27,2.07,0.08,0.41,12.47,17.64,4,12.47,0.6,1.02,0.22,0.6,0.2,2.21,2.06,4.32,2.34,0.36,0.11,0.07,9.22,0.18,0.55,0.06,0.04,0.04,0.09,0.44,0.59,0,0.33,0.06,0.14,0.09,0.13,0.15,0.02,0.07,0.01,0.02,0,0,0,170.32,1.26,0.24,3.25,2.07,0.31,0.44,0.28,0.39,0.25,14.5,9.26,0.63,1.32,11.07,27.55,1.9,0.02,1.93,7.22,2.04,3.22,0,0.72,40,78.67,2.97,2.51,3.95,0.5,11.93,9.52,14.14,18.32,73.46,9.02,44.24,12.51,4.51,1.28,0,0,5.74,0.88,10.84,7.22,15.33,0.46,63.52,1102,2.07,0.45,1.62,0.17,0.15,0.05,0.07,0.191558442,1.475,0.053490481,1.425,0.051677244,0,0,1.2,0.043517679,0.13417951,0.145965549,0.203082502,0.041704442,0.01631913,0.083333333,0,0.916666667,0,0,1,0.633928571,0.366071429,0.1,0.19,0.5,0.01,0.02,0.15,10
Adv-Txt-WNL Use of e-cig-adv,3.69,1.26,2.69,4.45,5.65,1.02,0.04,0.02,0.47,0.16,0,0.1,0.63,0.02,0.17,6.94,31.72,4.27,7.13,0.44,2.02,0.36,0.47,0.34,2.06,1.85,4.27,2.13,0.2,0.09,0.09,10.53,0.18,0.46,0.05,0.06,0.03,0.09,0.4,0.65,0.01,0.3,0.02,0.15,0.04,0.05,0.22,0.04,0.03,0.04,0.03,0.03,0.03,0,222.15,1.46,0.31,3.02,2.32,0.4,0.21,0.16,0.5,0.38,10.46,8.04,0.76,1.85,13.58,24.13,2.3,0.02,1.7,5.94,2,2.8,0.02,1.22,36,72.61,3,2.19,5.55,0.55,12.78,12.08,14.49,17.79,59.69,10.28,47.71,13.29,4.97,1.48,0,0,5.47,0.87,8.87,8.7,12.55,0.42,53.63,869,1.41,0.47,0.94,0.22,0.16,0.02,0.05,0.074889868,0.472222222,0.01954023,0.472222222,0.01954023,0,0,1,0.04137931,0.089655172,0.172413793,0.229885057,0.032183908,0.02183908,0.061728395,0.012345679,0.925925926,0,0.058823529,0.941176471,0.704347826,0.295652174,0.12,0.3,0.3,0.02,0,0.18,2.631578947
Adv-Txt-WNL Vienna-adv,3.59,1.05,2.65,4.29,5.59,1.4,0.06,0.01,0.4,0.22,0.01,0.09,0.62,0.02,0.38,8.87,26.8,5.85,9.15,0.55,1.75,0.42,0.6,0.17,2.05,1.8,3.91,2.05,0.33,0.18,0.09,9.9,0.28,0.48,0.12,0.06,0.04,0.09,0.38,0.67,0,0.33,0.02,0.15,0.03,0.12,0.15,0.01,0.02,0.01,0.03,0.02,0.04,0,196.11,1.66,0.21,3.55,2.39,0.18,0.3,0.2,0.24,0.16,13.68,9.21,0.67,1.28,10.65,23.95,1.75,0.02,1.97,5.87,2.1,2.97,0,0.47,40,67.75,2.6,2.42,3.35,0.17,12.04,11.68,14.06,17.81,62.02,9.73,44.5,13.02,4.91,1.46,0,0,5.61,0.87,9.59,7.54,13.56,0.43,57.15,958,1.57,0.4,1.17,0.17,0.15,0.05,0.02,0.059925094,0.4,0.016684046,0.4,0.016684046,0,0,1.4,0.058394161,0.17831074,0.162669447,0.213764338,0.038581856,0.020855057,0.042857143,0,0.957142857,0,0,1,0.731182796,0.268817204,0.116883117,0.688311688,0.181818182,0,0,0.441558442,2.851851852
